"","farm","visit","Date.COLLECTED","bee_ID","sp","PA","crit_cnt","log10_cnt","Wing_MM","border","nsfcut","sf","log.sum_ast_inflr"
"1","RCUT",1,"7/14/2021",1,"bimac","A",0,0,3.1,NA,3.929424035,NA,3.929424035
"2","RCUT",1,"7/14/2021",2,"bimac","A",0,0,2.29,NA,3.929424035,NA,3.929424035
"3","RCUT",1,"7/14/2021",3,"imp","A",0,0,3.05,NA,3.929424035,NA,3.929424035
"4","RCUT",1,"7/14/2021",4,"imp","P",1,0,2.67,NA,3.929424035,NA,3.929424035
"5","RCUT",1,"7/14/2021",5,"imp","A",0,0,2.45,NA,3.929424035,NA,3.929424035
"6","RCUT",1,"7/15/2021",6,"bimac","A",0,0,2.63,NA,3.929424035,NA,3.929424035
"7","RCUT",1,"7/15/2021",7,"bimac","P",176,2.245512668,3.21,NA,3.929424035,NA,3.929424035
"8","RCUT",1,"7/15/2021",8,"bimac","P",251,2.399673721,2.86,NA,3.929424035,NA,3.929424035
"9","RCUT",1,"7/15/2021",9,"bimac","A",0,0,2.96,NA,3.929424035,NA,3.929424035
"10","RCUT",1,"7/15/2021",10,"bimac","A",0,0,3.28,NA,3.929424035,NA,3.929424035
"11","RCUT",1,"7/15/2021",11,"bimac","P",73,1.86332286,2.68,NA,3.929424035,NA,3.929424035
"12","RCUT",1,"7/15/2021",12,"gris","A",0,0,2.912502,NA,3.929424035,NA,3.929424035
"13","RCUT",1,"7/15/2021",13,"bimac","P",3,0.477121255,3.31,NA,3.929424035,NA,3.929424035
"14","RCUT",1,"7/15/2021",14,"vagans","A",0,0,2.23,NA,3.929424035,NA,3.929424035
"15","RCUT",1,"7/15/2021",15,"bimac","P",187,2.271841607,3.03,NA,3.929424035,NA,3.929424035
"16","RCUT",1,"7/15/2021",16,"gris","A",0,0,3.445688,NA,3.929424035,NA,3.929424035
"17","RCUT",1,"7/15/2021",17,"imp","A",0,0,2.5,NA,3.929424035,NA,3.929424035
"18","RCUT",1,"7/15/2021",18,"bimac","P",180,2.255272505,3.127368,NA,3.929424035,NA,3.929424035
"19","RCUT",1,"7/15/2021",19,"imp","A",0,0,NA,NA,3.929424035,NA,3.929424035
"20","RCUT",1,"7/15/2021",20,"imp","A",0,0,2.61,NA,3.929424035,NA,3.929424035
"21","RCUT",1,"7/15/2021",21,"vagans","P",8,0.903089987,2.41,NA,3.929424035,NA,3.929424035
"22","RCUT",1,"7/15/2021",22,"gris",NA,NA,NA,NA,NA,3.929424035,NA,3.929424035
"23","RCUT",1,"7/15/2021",23,"bimac","P",169,2.227886705,3.405898,NA,3.929424035,NA,3.929424035
"24","RCUT",1,"7/15/2021",24,"gris","P",4,0.602059991,2.992082,NA,3.929424035,NA,3.929424035
"25","RCUT",1,"7/15/2021",25,"gris","P",3,0.477121255,3.191032,NA,3.929424035,NA,3.929424035
"26","RCUT",1,"7/15/2021",26,"imp","P",97,1.986771734,2.58,NA,3.929424035,NA,3.929424035
"27","RCUT",1,"7/15/2021",27,"imp","A",0,0,1.97,NA,3.929424035,NA,3.929424035
"28","RCUT",1,"7/15/2021",28,"bimac","P",72,1.857332496,2.58,NA,3.929424035,NA,3.929424035
"29","RCUT",1,"7/15/2021",29,NA,NA,NA,NA,NA,NA,3.929424035,NA,3.929424035
"30","RCUT",1,"7/15/2021",30,"vagans","P",307,2.487138375,2.55,NA,3.929424035,NA,3.929424035
"31","RCUT",1,"7/15/2021",31,"imp","A",0,0,NA,NA,3.929424035,NA,3.929424035
"32","RCUT",1,"7/15/2021",32,"imp","A",0,0,2.48,NA,3.929424035,NA,3.929424035
"33","RCUT",1,"7/15/2021",33,"vagans","A",0,0,2.56,NA,3.929424035,NA,3.929424035
"34","RCUT",1,"7/15/2021",34,"bimac","P",3,0.477121255,2.928,NA,3.929424035,NA,3.929424035
"35","RCUT",1,"7/15/2021",35,"imp","A",0,0,3.05,NA,3.929424035,NA,3.929424035
"36","RCUT",1,"7/15/2021",36,"imp",NA,NA,NA,NA,NA,3.929424035,NA,3.929424035
"37","RCUT",1,"7/15/2021",37,"imp",NA,NA,NA,NA,NA,3.929424035,NA,3.929424035
"38","RCUT",1,"7/15/2021",38,"imp","P",125,2.096910013,2,NA,3.929424035,NA,3.929424035
"39","RCUT",1,"7/15/2021",39,"gris","A",0,0,3.35,NA,3.929424035,NA,3.929424035
"40","RCUT",1,"7/15/2021",40,"imp","A",0,0,2.25,NA,3.929424035,NA,3.929424035
"41","RCUT",1,"7/15/2021",41,"bimac","P",140,2.146128036,2.507,NA,3.929424035,NA,3.929424035
"42","RCUT",1,"7/15/2021",42,"bimac","P",4,0.602059991,2.68,NA,3.929424035,NA,3.929424035
"43","RCUT",1,"7/15/2021",43,"vagans","P",2,0.301029996,2.485,NA,3.929424035,NA,3.929424035
"44","RCUT",1,"7/15/2021",44,NA,NA,NA,NA,NA,NA,3.929424035,NA,3.929424035
"45","RCON",1,"7/15/2021",45,"bimac","A",0,0,2.471,NA,0,NA,0
"46","RCON",1,"7/15/2021",46,NA,NA,NA,NA,NA,NA,0,NA,0
"47","RCON",1,"7/15/2021",47,"imp","A",0,0,2.672,NA,0,NA,0
"48","RCON",1,"7/15/2021",48,"bimac","P",213,2.328379603,2.965,NA,0,NA,0
"49","RCON",1,"7/15/2021",49,"gris","A",0,0,3.310402,NA,0,NA,0
"50","RCON",1,"7/15/2021",50,"gris","P",140,2.146128036,3.047788,NA,0,NA,0
"51","RCON",1,"7/15/2021",51,"bimac","A",0,0,2.635,NA,0,NA,0
"52","RCON",1,"7/15/2021",52,"imp","A",0,0,2.626,NA,0,NA,0
"53","RCON",1,"7/15/2021",53,"imp","A",0,0,2.564,NA,0,NA,0
"54","RCON",1,"7/15/2021",54,NA,NA,NA,NA,NA,NA,0,NA,0
"55","RCON",1,"7/15/2021",55,"gris","A",0,0,2.745384,NA,0,NA,0
"56","RCON",1,"7/15/2021",56,"gris","P",27,1.431363764,3.286528,NA,0,NA,0
"57","RCON",1,"7/15/2021",57,NA,NA,NA,NA,NA,NA,0,NA,0
"58","RCON",1,"7/15/2021",58,"bimac","A",0,0,2.742,NA,0,NA,0
"59","RCON",1,"7/15/2021",59,"bimac","P",42,1.62324929,1.787,NA,0,NA,0
"60","RCON",1,"7/15/2021",60,"imp","P",178,2.250420002,2.786,NA,0,NA,0
"61","RCON",1,"7/15/2021",61,"imp","A",0,0,2.327,NA,0,NA,0
"62","RCON",1,"7/15/2021",62,"gris","A",0,0,3.246738,NA,0,NA,0
"63","RCON",1,"7/15/2021",63,"imp","A",0,0,2.87,NA,0,NA,0
"64","RCON",1,"7/15/2021",64,"imp","A",0,0,1.742,NA,0,NA,0
"65","RCON",1,"7/15/2021",65,"bimac",NA,NA,NA,NA,NA,0,NA,0
"66","RCON",1,"7/15/2021",66,NA,NA,NA,NA,NA,NA,0,NA,0
"67","RCON",1,"7/15/2021",67,"imp","A",0,0,2.682,NA,0,NA,0
"68","RCON",1,"7/15/2021",68,"gris","P",114,2.056904851,3.525268,NA,0,NA,0
"69","RCON",1,"7/15/2021",69,"imp","A",0,0,2.613,NA,0,NA,0
"70","RCON",1,"7/15/2021",70,"bimac","A",0,0,2.713,NA,0,NA,0
"71","RCON",1,"7/15/2021",71,"imp","P",137,2.136720567,3.031872,NA,0,NA,0
"72","RCON",1,"7/15/2021",72,NA,NA,NA,NA,NA,NA,0,NA,0
"73","RCON",1,"7/15/2021",73,"bimac","P",401,2.603144373,2.834,NA,0,NA,0
"74","RCON",1,"7/15/2021",74,"imp","A",0,0,2.713,NA,0,NA,0
"75","RCON",1,"7/15/2021",75,"gris","P",1,0,3.175116,NA,0,NA,0
"76","RCON",1,"7/15/2021",76,"gris","A",0,0,NA,NA,0,NA,0
"77","RCON",1,"7/15/2021",77,"bimac","P",261,2.416640507,3.03,NA,0,NA,0
"78","RCON",1,"7/15/2021",78,NA,NA,NA,NA,NA,NA,0,NA,0
"79","SIMP",1,"7/19/2021",79,"imp",NA,NA,NA,NA,2.843108142,2.814225392,2.23299611,3.181776915
"80","SIMP",1,"7/19/2021",80,"imp","A",0,0,NA,2.843108142,2.814225392,2.23299611,3.181776915
"81","SIMP",1,"7/19/2021",81,"imp","A",0,0,2.674,2.843108142,2.814225392,2.23299611,3.181776915
"82","SIMP",1,"7/19/2021",82,"imp","A",0,0,2.987,2.843108142,2.814225392,2.23299611,3.181776915
"83","SIMP",1,"7/19/2021",83,"imp","A",0,0,2.617,2.843108142,2.814225392,2.23299611,3.181776915
"84","SIMP",1,"7/19/2021",84,"imp","A",0,0,NA,2.843108142,2.814225392,2.23299611,3.181776915
"85","SIMP",1,"7/19/2021",85,"imp",NA,NA,NA,2.63,2.843108142,2.814225392,2.23299611,3.181776915
"86","SIMP",1,"7/19/2021",86,"imp","A",0,0,2.35,2.843108142,2.814225392,2.23299611,3.181776915
"87","SIMP",1,"7/19/2021",87,"imp","A",0,0,2.318,2.843108142,2.814225392,2.23299611,3.181776915
"88","SIMP",1,"7/19/2021",88,"imp","A",0,0,2.425,2.843108142,2.814225392,2.23299611,3.181776915
"89","SIMP",1,"7/19/2021",89,"imp","A",0,0,2.192,2.843108142,2.814225392,2.23299611,3.181776915
"90","SIMP",1,"7/19/2021",90,"imp","P",83,1.919078092,2.77,2.843108142,2.814225392,2.23299611,3.181776915
"91","SIMP",1,"7/19/2021",91,"imp","A",0,0,2.85,2.843108142,2.814225392,2.23299611,3.181776915
"92","SIMP",1,"7/19/2021",92,"imp","A",0,0,2.519,2.843108142,2.814225392,2.23299611,3.181776915
"93","SIMP",1,"7/19/2021",93,"imp","A",0,0,2.373,2.843108142,2.814225392,2.23299611,3.181776915
"94","SIMP",1,"7/19/2021",94,"imp","A",0,0,2.559,2.843108142,2.814225392,2.23299611,3.181776915
"95","SIMP",1,"7/19/2021",95,"imp",NA,NA,NA,NA,2.843108142,2.814225392,2.23299611,3.181776915
"96","SIMP",1,"7/19/2021",96,"imp",NA,NA,NA,NA,2.843108142,2.814225392,2.23299611,3.181776915
"97","SIMP",1,"7/19/2021",97,"imp","A",0,0,NA,2.843108142,2.814225392,2.23299611,3.181776915
"98","SIMP",1,"7/19/2021",98,"imp","A",0,0,1.693,2.843108142,2.814225392,2.23299611,3.181776915
"99","SIMP",1,"7/19/2021",99,"imp","A",0,0,2.136,2.843108142,2.814225392,2.23299611,3.181776915
"100","SIMP",1,"7/19/2021",100,"imp","A",0,0,2.334,2.843108142,2.814225392,2.23299611,3.181776915
"101","SIMP",1,"7/19/2021",101,"imp","A",0,0,2.782,2.843108142,2.814225392,2.23299611,3.181776915
"102","SIMP",1,"7/19/2021",102,"imp","A",0,0,2.677,2.843108142,2.814225392,2.23299611,3.181776915
"103","SIMP",1,"7/19/2021",103,"imp","A",0,0,2.411,2.843108142,2.814225392,2.23299611,3.181776915
"104","SIMP",1,"7/19/2021",104,"imp",NA,NA,NA,NA,2.843108142,2.814225392,2.23299611,3.181776915
"105","SIMP",1,"7/19/2021",105,"imp","A",0,0,2.748,2.843108142,2.814225392,2.23299611,3.181776915
"106","SIMP",1,"7/19/2021",106,"imp","A",0,0,2.403,2.843108142,2.814225392,2.23299611,3.181776915
"107","SIMP",1,"7/19/2021",107,"imp","A",0,0,2.681,2.843108142,2.814225392,2.23299611,3.181776915
"108","SIMP",1,"7/19/2021",108,"imp","A",0,0,2.372,2.843108142,2.814225392,2.23299611,3.181776915
"109","SIMP",1,"7/19/2021",109,"imp","A",0,0,2.634,2.843108142,2.814225392,2.23299611,3.181776915
"110","SIMP",1,"7/19/2021",110,"imp","A",0,0,2.719,2.843108142,2.814225392,2.23299611,3.181776915
"111","SIMP",1,"7/19/2021",111,"imp","A",0,0,2.491,2.843108142,2.814225392,2.23299611,3.181776915
"112","SIMP",1,"7/19/2021",112,"imp","A",0,0,2.615,2.843108142,2.814225392,2.23299611,3.181776915
"113","SIMP",1,"7/19/2021",113,"imp","A",0,0,2.25,2.843108142,2.814225392,2.23299611,3.181776915
"114","SIMP",1,"7/19/2021",114,"imp","A",0,0,2.118,2.843108142,2.814225392,2.23299611,3.181776915
"115","SIMP",1,"7/19/2021",115,"imp","A",0,0,2.543,2.843108142,2.814225392,2.23299611,3.181776915
"116","SIMP",1,"7/19/2021",116,"imp",NA,NA,NA,2.784,2.843108142,2.814225392,2.23299611,3.181776915
"117","LAUR",1,"7/20/2021",117,"imp","P",28,1.447158031,2.858,NA,4.374707419,NA,4.374707419
"118","LAUR",1,"7/20/2021",118,"imp","A",0,0,2.804,NA,4.374707419,NA,4.374707419
"119","LAUR",1,"7/20/2021",119,"vagans","A",0,0,2.331,NA,4.374707419,NA,4.374707419
"120","LAUR",1,"7/20/2021",120,"imp","A",0,0,2.666,NA,4.374707419,NA,4.374707419
"121","LAUR",1,"7/20/2021",121,"gris","A",0,0,3.071662,NA,4.374707419,NA,4.374707419
"122","LAUR",1,"7/20/2021",122,"imp","A",0,0,2.868,NA,4.374707419,NA,4.374707419
"123","LAUR",1,"7/20/2021",123,"vagans","P",2,0.301029996,2.27,NA,4.374707419,NA,4.374707419
"124","LAUR",1,"7/20/2021",124,"imp","A",0,0,2.644,NA,4.374707419,NA,4.374707419
"125","LAUR",1,"7/20/2021",125,"vagans","P",3,0.477121255,2.294,NA,4.374707419,NA,4.374707419
"126","LAUR",1,"7/20/2021",126,"vagans","P",1,0,2.241,NA,4.374707419,NA,4.374707419
"127","LAUR",1,"7/20/2021",127,"vagans","P",100,2,2.793132,NA,4.374707419,NA,4.374707419
"128","LAUR",1,"7/20/2021",128,"imp","A",0,0,2.431,NA,4.374707419,NA,4.374707419
"129","LAUR",1,"7/20/2021",129,"imp","A",0,0,2.281,NA,4.374707419,NA,4.374707419
"130","LAUR",1,"7/20/2021",130,"vagans","P",10,1,2.60214,NA,4.374707419,NA,4.374707419
"131","LAUR",1,"7/20/2021",131,"vagans","A",0,0,2.086,NA,4.374707419,NA,4.374707419
"132","LAUR",1,"7/20/2021",132,"vagans","A",0,0,2.419,NA,4.374707419,NA,4.374707419
"133","LAUR",1,"7/20/2021",133,"imp","P",45,1.653212514,2.629,NA,4.374707419,NA,4.374707419
"134","LAUR",1,"7/20/2021",134,"vagans","A",0,0,2.384,NA,4.374707419,NA,4.374707419
"135","LAUR",1,"7/20/2021",135,"vagans","P",50,1.698970004,2.60214,NA,4.374707419,NA,4.374707419
"136","LAUR",1,"7/20/2021",136,"vagans","P",25,1.397940009,2.171,NA,4.374707419,NA,4.374707419
"137","LAUR",1,"7/20/2021",137,"imp","A",0,0,2.874,NA,4.374707419,NA,4.374707419
"138","LAUR",1,"7/20/2021",138,"vagans","A",0,0,2.283,NA,4.374707419,NA,4.374707419
"139","LAUR",1,"7/20/2021",139,"vagans","P",1,0,2.56235,NA,4.374707419,NA,4.374707419
"140","LAUR",1,"7/20/2021",140,"vagans","A",0,0,2.386,NA,4.374707419,NA,4.374707419
"141","LAUR",1,"7/20/2021",141,"vagans","A",0,0,2.253,NA,4.374707419,NA,4.374707419
"142","LAUR",1,"7/20/2021",142,"vagans","P",42,1.62324929,2.212,NA,4.374707419,NA,4.374707419
"143","LAUR",1,"7/20/2021",143,"vagans","P",48,1.681241237,2.506644,NA,4.374707419,NA,4.374707419
"144","LAUR",1,"7/20/2021",144,"gris","A",0,0,2.785174,NA,4.374707419,NA,4.374707419
"145","LAUR",1,"7/20/2021",145,"vagans","P",26,1.414973348,2.45,NA,4.374707419,NA,4.374707419
"146","LAUR",1,"7/20/2021",146,"vagans","A",0,0,2.426,NA,4.374707419,NA,4.374707419
"147","LAUR",1,"7/20/2021",147,"vagans","A",0,0,2.219,NA,4.374707419,NA,4.374707419
"148","LAUR",1,"7/20/2021",148,"vagans","P",190,2.278753601,2.562,NA,4.374707419,NA,4.374707419
"149","LAUR",1,"7/20/2021",149,"vagans","A",0,0,2.502,NA,4.374707419,NA,4.374707419
"150","LAUR",1,"7/20/2021",150,"vagans","P",44,1.643452676,NA,NA,4.374707419,NA,4.374707419
"151","LAUR",1,"7/20/2021",151,"vagans","P",13,1.113943352,2.262,NA,4.374707419,NA,4.374707419
"152","LAUR",1,"7/20/2021",152,"vagans","A",0,0,2.318,NA,4.374707419,NA,4.374707419
"153","LAUR",1,"7/20/2021",153,"bimac","A",0,0,2.953,NA,4.374707419,NA,4.374707419
"154","LAUR",1,"7/20/2021",154,"vagans","P",39,1.591064607,2.277,NA,4.374707419,NA,4.374707419
"155","LAUR",1,"7/20/2021",155,"bimac","P",82,1.913813852,2.651,NA,4.374707419,NA,4.374707419
"156","LAUR",1,"7/20/2021",156,"vagans",NA,NA,NA,NA,NA,4.374707419,NA,4.374707419
"157","LAUR",1,"7/20/2021",157,"vagans","A",0,0,2.102,NA,4.374707419,NA,4.374707419
"158","LAUR",1,"7/20/2021",158,"vagans","P",38,1.579783597,2.297,NA,4.374707419,NA,4.374707419
"159","LAUR",1,"7/20/2021",159,"vagans","P",9,0.954242509,2.379316,NA,4.374707419,NA,4.374707419
"160","LAUR",1,"7/20/2021",160,"imp",NA,NA,NA,NA,NA,4.374707419,NA,4.374707419
"161","LAUR",1,"7/20/2021",161,"bimac","P",80,1.903089987,3.124,NA,4.374707419,NA,4.374707419
"162","LAUR",1,"7/20/2021",162,"vagans","A",0,0,2.059,NA,4.374707419,NA,4.374707419
"163","LAUR",1,"7/20/2021",163,"vagans","P",58,1.763427994,2.543,NA,4.374707419,NA,4.374707419
"164","LAUR",1,"7/20/2021",164,"vagans","A",0,0,2.502,NA,4.374707419,NA,4.374707419
"165","LAUR",1,"7/20/2021",165,"vagans","P",6,0.77815125,2.129,NA,4.374707419,NA,4.374707419
"166","LAUR",1,"7/20/2021",166,"bimac","P",99,1.995635195,2.773,NA,4.374707419,NA,4.374707419
"167","LAUR",1,"7/20/2021",167,"vagans","A",0,0,2.544,NA,4.374707419,NA,4.374707419
"168","LAUR",1,"7/20/2021",168,"vagans","P",13,1.113943352,2.183,NA,4.374707419,NA,4.374707419
"169","LAUR",1,"7/20/2021",169,"vagans","P",5,0.698970004,2.175,NA,4.374707419,NA,4.374707419
"170","LAUR",1,"7/22/2021",170,"imp","A",0,0,1.977,NA,4.374707419,NA,4.374707419
"171","LAUR",1,"7/22/2021",171,"imp","P",22,1.342422681,2.808,NA,4.374707419,NA,4.374707419
"172","LAUR",1,"7/22/2021",172,"imp","A",0,0,2.774,NA,4.374707419,NA,4.374707419
"173","LAUR",1,"7/22/2021",173,"gris","A",0,0,3.43,NA,4.374707419,NA,4.374707419
"174","LAUR",1,"7/22/2021",174,"imp","A",0,0,2.587,NA,4.374707419,NA,4.374707419
"175","LAUR",1,"7/22/2021",175,"bimac","A",0,0,3.7,NA,4.374707419,NA,4.374707419
"176","LAUR",1,"7/22/2021",176,"imp","P",1,0,2.502,NA,4.374707419,NA,4.374707419
"177","LAUR",1,"7/22/2021",177,"imp","A",0,0,2.939,NA,4.374707419,NA,4.374707419
"178","LAUR",1,"7/22/2021",178,"gris",NA,NA,NA,NA,NA,4.374707419,NA,4.374707419
"179","LAUR",1,"7/22/2021",179,"gris","P",142,2.152288344,3.23878,NA,4.374707419,NA,4.374707419
"180","LAUR",1,"7/22/2021",180,"bimac",NA,NA,NA,NA,NA,4.374707419,NA,4.374707419
"181","LAUR",1,"7/22/2021",181,"bimac","A",0,0,3.041,NA,4.374707419,NA,4.374707419
"182","LAUR",1,"7/22/2021",182,"bimac","A",0,0,3.208,NA,4.374707419,NA,4.374707419
"183","LAUR",1,"7/22/2021",183,"bimac","A",0,0,3.294486,NA,4.374707419,NA,4.374707419
"184","LAUR",1,"7/22/2021",184,"gris","A",0,0,3.326318,NA,4.374707419,NA,4.374707419
"185","LAUR",1,"7/22/2021",185,"imp","A",0,0,2.891,NA,4.374707419,NA,4.374707419
"186","LAUR",1,"7/22/2021",186,"vagans","A",0,0,3.421814,NA,4.374707419,NA,4.374707419
"187","LAUR",1,"7/22/2021",187,"gris","A",0,0,3.366108,NA,4.374707419,NA,4.374707419
"188","LAUR",1,"7/22/2021",188,"imp","P",3,0.477121255,2.404,NA,4.374707419,NA,4.374707419
"189","LAUR",1,"7/22/2021",189,"imp","A",0,0,2.277,NA,4.374707419,NA,4.374707419
"190","LAUR",1,"7/22/2021",190,NA,"A",0,0,3.67647,NA,4.374707419,NA,4.374707419
"191","LAUR",1,"7/22/2021",191,"imp","P",9,0.954242509,2.906,NA,4.374707419,NA,4.374707419
"192","LAUR",1,"7/22/2021",192,"bimac","P",150,2.176091259,2.953,NA,4.374707419,NA,4.374707419
"193","LAUR",1,"7/22/2021",193,"imp","P",3,0.477121255,3.044,NA,4.374707419,NA,4.374707419
"194","LAUR",1,"7/22/2021",194,"imp","P",53,1.72427587,2.717,NA,4.374707419,NA,4.374707419
"195","LAUR",1,"7/22/2021",195,"imp","P",75,1.875061263,3.058,NA,4.374707419,NA,4.374707419
"196","LAUR",1,"7/22/2021",196,"imp","A",0,0,2.825,NA,4.374707419,NA,4.374707419
"197","LAUR",1,"7/22/2021",197,"imp","A",0,0,3.57,NA,4.374707419,NA,4.374707419
"198","LAUR",1,"7/22/2021",198,"imp","A",0,0,2.511,NA,4.374707419,NA,4.374707419
"199","LAUR",1,"7/22/2021",199,"imp","P",92,1.963787827,2.823,NA,4.374707419,NA,4.374707419
"200","LAUR",1,"7/22/2021",200,"gris","P",45,1.653212514,3.214906,NA,4.374707419,NA,4.374707419
"201","LAUR",1,"7/22/2021",201,"imp","P",53,1.72427587,2.765,NA,4.374707419,NA,4.374707419
"202","LAUR",1,"7/22/2021",202,"imp","A",0,0,2.953,NA,4.374707419,NA,4.374707419
"203","LAUR",1,"7/22/2021",203,"imp","A",0,0,2.531,NA,4.374707419,NA,4.374707419
"204","LAUR",1,"7/22/2021",204,"imp","A",0,0,2.872,NA,4.374707419,NA,4.374707419
"205","LAUR",1,"7/22/2021",205,"imp","A",0,0,2.911,NA,4.374707419,NA,4.374707419
"206","LAUR",1,"7/22/2021",206,"imp",NA,NA,NA,NA,NA,4.374707419,NA,4.374707419
"207","LAUR",1,"7/22/2021",207,"imp","A",0,0,2.823,NA,4.374707419,NA,4.374707419
"208","LAUR",1,"7/22/2021",208,"imp","P",69,1.838849091,3.16,NA,4.374707419,NA,4.374707419
"209","LAUR",1,"7/22/2021",209,"imp","P",15,1.176091259,2.508,NA,4.374707419,NA,4.374707419
"210","LAUR",1,"7/22/2021",210,"imp","A",0,0,2.682,NA,4.374707419,NA,4.374707419
"211","LAUR",1,"7/22/2021",211,"bimac","P",55,1.740362689,2.676,NA,4.374707419,NA,4.374707419
"212","GOLO",1,"7/26/2021",212,"imp","P",1,0,2.653,2.605520523,3.014247444,1.397940009,3.164813677
"213","GOLO",1,"7/26/2021",213,"imp","P",316,2.499687083,2.44,2.605520523,3.014247444,1.397940009,3.164813677
"214","GOLO",1,"7/26/2021",214,"vagans","A",0,0,2.594182,2.605520523,3.014247444,1.397940009,3.164813677
"215","GOLO",1,"7/26/2021",215,"vagans","A",0,0,2.231,2.605520523,3.014247444,1.397940009,3.164813677
"216","GOLO",1,"7/26/2021",216,"imp","A",0,0,2.141,2.605520523,3.014247444,1.397940009,3.164813677
"217","GOLO",1,"7/26/2021",217,"imp","A",0,0,3.069,2.605520523,3.014247444,1.397940009,3.164813677
"218","GOLO",1,"7/26/2021",218,"imp","A",0,0,3.068,2.605520523,3.014247444,1.397940009,3.164813677
"219","GOLO",1,"7/26/2021",219,"vagans",NA,NA,NA,NA,2.605520523,3.014247444,1.397940009,3.164813677
"220","GOLO",1,"7/26/2021",220,"vagans","P",37,1.568201724,2.454,2.605520523,3.014247444,1.397940009,3.164813677
"221","GOLO",1,"7/26/2021",221,"imp","A",0,0,3.078,2.605520523,3.014247444,1.397940009,3.164813677
"222","GOLO",1,"7/26/2021",222,"vagans","P",2,0.301029996,2.303,2.605520523,3.014247444,1.397940009,3.164813677
"223","GOLO",1,"7/26/2021",223,"gris","P",82,1.913813852,3.286528,2.605520523,3.014247444,1.397940009,3.164813677
"224","GOLO",1,"7/26/2021",224,"imp","P",246,2.390935107,2.842,2.605520523,3.014247444,1.397940009,3.164813677
"225","GOLO",1,"7/27/2021",225,"imp","A",0,0,2.648,2.605520523,3.014247444,1.397940009,3.164813677
"226","GOLO",1,"7/27/2021",226,"imp","A",0,0,2.516,2.605520523,3.014247444,1.397940009,3.164813677
"227","GOLO",1,"7/27/2021",227,"imp","A",0,0,2.337,2.605520523,3.014247444,1.397940009,3.164813677
"228","GOLO",1,"7/27/2021",228,"imp","P",131,2.117271296,2.578,2.605520523,3.014247444,1.397940009,3.164813677
"229","GOLO",1,"7/27/2021",229,"imp","P",31,1.491361694,2.63,2.605520523,3.014247444,1.397940009,3.164813677
"230","GOLO",1,"7/27/2021",230,"imp","A",0,0,2.666,2.605520523,3.014247444,1.397940009,3.164813677
"231","GOLO",1,"7/27/2021",231,"imp","P",25,1.397940009,2.514,2.605520523,3.014247444,1.397940009,3.164813677
"232","RCON",2,"7/28/2021",232,"imp","A",0,0,2.442,3.123198075,0,NA,3.123198075
"233","RCON",2,"7/28/2021",232,"imp","A",0,0,2.442,3.123198075,0,NA,0
"234","RCON",2,"7/28/2021",233,"imp","P",119,2.075546961,2.453,3.123198075,0,NA,3.123198075
"235","RCON",2,"7/28/2021",233,"imp","P",119,2.075546961,2.453,3.123198075,0,NA,0
"236","RCON",2,"7/28/2021",234,"imp","A",0,0,2.576,3.123198075,0,NA,3.123198075
"237","RCON",2,"7/28/2021",234,"imp","A",0,0,2.576,3.123198075,0,NA,0
"238","RCON",2,"7/28/2021",235,"imp","A",0,0,2.153,3.123198075,0,NA,3.123198075
"239","RCON",2,"7/28/2021",235,"imp","A",0,0,2.153,3.123198075,0,NA,0
"240","RCON",2,"7/28/2021",236,"imp","P",5,0.698970004,2.074,3.123198075,0,NA,3.123198075
"241","RCON",2,"7/28/2021",236,"imp","P",5,0.698970004,2.074,3.123198075,0,NA,0
"242","RCON",2,"7/28/2021",237,"bimac","P",390,2.591064607,2.64193,3.123198075,0,NA,3.123198075
"243","RCON",2,"7/28/2021",237,"bimac","P",390,2.591064607,2.64193,3.123198075,0,NA,0
"244","RCON",2,"7/28/2021",238,"imp","P",1,0,2.088,3.123198075,0,NA,3.123198075
"245","RCON",2,"7/28/2021",238,"imp","P",1,0,2.088,3.123198075,0,NA,0
"246","RCON",2,"7/28/2021",239,"imp","P",6,0.77815125,2.358,3.123198075,0,NA,3.123198075
"247","RCON",2,"7/28/2021",239,"imp","P",6,0.77815125,2.358,3.123198075,0,NA,0
"248","RCON",2,"7/28/2021",240,"imp","A",0,0,2.647,3.123198075,0,NA,3.123198075
"249","RCON",2,"7/28/2021",240,"imp","A",0,0,2.647,3.123198075,0,NA,0
"250","RCON",2,"7/28/2021",241,"imp",NA,NA,NA,NA,3.123198075,0,NA,3.123198075
"251","RCON",2,"7/28/2021",241,"imp",NA,NA,NA,NA,3.123198075,0,NA,0
"252","RCON",2,"7/28/2021",242,"imp","P",99,1.995635195,1.894,3.123198075,0,NA,3.123198075
"253","RCON",2,"7/28/2021",242,"imp","P",99,1.995635195,1.894,3.123198075,0,NA,0
"254","RCON",2,"7/28/2021",243,"imp","A",0,0,2.943,3.123198075,0,NA,3.123198075
"255","RCON",2,"7/28/2021",243,"imp","A",0,0,2.943,3.123198075,0,NA,0
"256","RCON",2,"7/28/2021",244,"imp","P",31,1.491361694,2.209,3.123198075,0,NA,3.123198075
"257","RCON",2,"7/28/2021",244,"imp","P",31,1.491361694,2.209,3.123198075,0,NA,0
"258","RCON",2,"7/28/2021",245,"gris","A",0,0,3.31836,3.123198075,0,NA,3.123198075
"259","RCON",2,"7/28/2021",245,"gris","A",0,0,3.31836,3.123198075,0,NA,0
