"","farm","visit","Date.COLLECTED","bee_ID","sp","PA","crit_cnt","log10_cnt","Wing_MM","border","nsfcut","sf","log.sum_ast_inflr"
"554","GOLO",2,"8/11/2021",519,"imp","P",37,1.568201724,2.213,2.728028954,3.201970342,1.531478917,3.334594472
"555","GOLO",2,"8/11/2021",520,"imp",NA,NA,NA,NA,2.728028954,3.201970342,1.531478917,3.334594472
"556","GOLO",2,"8/11/2021",521,"imp","P",31,1.491361694,2.958,2.728028954,3.201970342,1.531478917,3.334594472
"557","GOLO",2,"8/11/2021",522,"imp","A",0,0,2.785,2.728028954,3.201970342,1.531478917,3.334594472
"558","GOLO",2,"8/11/2021",523,"imp","P",7,0.84509804,2.772,2.728028954,3.201970342,1.531478917,3.334594472
"559","GOLO",2,"8/11/2021",524,"imp","P",32,1.505149978,2.772,2.728028954,3.201970342,1.531478917,3.334594472
"560","GOLO",2,"8/11/2021",525,"imp","P",83,1.919078092,2.495,2.728028954,3.201970342,1.531478917,3.334594472
"561","GOLO",2,"8/11/2021",526,"imp","P",9,0.954242509,2.676,2.728028954,3.201970342,1.531478917,3.334594472
"562","GOLO",2,"8/11/2021",527,"imp","P",396,2.597695186,2.935,2.728028954,3.201970342,1.531478917,3.334594472
"563","GOLO",2,"8/11/2021",528,"imp","A",0,0,2.708,2.728028954,3.201970342,1.531478917,3.334594472
"564","GOLO",2,"8/11/2021",529,"imp","P",9,0.954242509,2.772,2.728028954,3.201970342,1.531478917,3.334594472
"565","GOLO",2,"8/11/2021",530,"imp","P",46,1.662757832,2.125,2.728028954,3.201970342,1.531478917,3.334594472
"566","GOLO",2,"8/11/2021",531,"imp","A",0,0,2.476,2.728028954,3.201970342,1.531478917,3.334594472
"567","LASA",2,"8/12/2021",532,"imp","P",1,0,2.293,4.167690084,3.756887029,2.46834733,4.316388121
"568","LASA",2,"8/12/2021",533,"imp","P",38,1.579783597,2.729,4.167690084,3.756887029,2.46834733,4.316388121
"569","LASA",2,"8/12/2021",534,"imp","A",0,0,3.093,4.167690084,3.756887029,2.46834733,4.316388121
"570","LASA",2,"8/12/2021",535,"imp","P",570,2.755874856,2.652,4.167690084,3.756887029,2.46834733,4.316388121
"571","LASA",2,"8/12/2021",536,"imp","A",0,0,2.694,4.167690084,3.756887029,2.46834733,4.316388121
"572","LASA",2,"8/12/2021",537,"imp","P",5,0.698970004,2.666,4.167690084,3.756887029,2.46834733,4.316388121
"573","LASA",2,"8/12/2021",538,"imp","P",1,0,2.833,4.167690084,3.756887029,2.46834733,4.316388121
"574","LASA",2,"8/12/2021",539,"imp","P",6,0.77815125,2.517,4.167690084,3.756887029,2.46834733,4.316388121
"575","LASA",2,"8/12/2021",540,"imp","A",0,0,2.793,4.167690084,3.756887029,2.46834733,4.316388121
"576","LASA",2,"8/12/2021",541,"imp","A",0,0,2.615,4.167690084,3.756887029,2.46834733,4.316388121
"577","LASA",2,"8/12/2021",542,"imp","P",1,0,2.19,4.167690084,3.756887029,2.46834733,4.316388121
"578","LASA",2,"8/12/2021",543,"imp","A",0,0,2.842,4.167690084,3.756887029,2.46834733,4.316388121
"579","LASA",2,"8/12/2021",544,"imp","P",18,1.255272505,2.854,4.167690084,3.756887029,2.46834733,4.316388121
"580","LASA",2,"8/12/2021",545,"imp","P",29,1.462397998,2.539,4.167690084,3.756887029,2.46834733,4.316388121
"581","LASA",2,"8/12/2021",546,"imp","A",0,0,2.658,4.167690084,3.756887029,2.46834733,4.316388121
"582","LASA",2,"8/12/2021",547,"imp","P",39,1.591064607,2.474,4.167690084,3.756887029,2.46834733,4.316388121
"583","LASA",2,"8/12/2021",548,"imp","P",91,1.959041392,2.918,4.167690084,3.756887029,2.46834733,4.316388121
"584","LASA",2,"8/12/2021",549,"imp","A",0,0,2.587,4.167690084,3.756887029,2.46834733,4.316388121
"585","LASA",2,"8/12/2021",550,"imp","P",3,0.477121255,2.588,4.167690084,3.756887029,2.46834733,4.316388121
"586","LASA",2,"8/12/2021",551,"imp","P",27,1.431363764,2.247,4.167690084,3.756887029,2.46834733,4.316388121
"587","LASA",2,"8/12/2021",552,"imp","P",6,0.77815125,2.519,4.167690084,3.756887029,2.46834733,4.316388121
"588","LASA",2,"8/12/2021",553,"imp","P",30,1.477121255,2.871,4.167690084,3.756887029,2.46834733,4.316388121
"589","LASA",2,"8/12/2021",554,"imp","A",0,0,2.408,4.167690084,3.756887029,2.46834733,4.316388121
"590","LASA",2,"8/12/2021",555,"imp","P",3,0.477121255,2.753,4.167690084,3.756887029,2.46834733,4.316388121
"591","LASA",2,"8/12/2021",556,"imp","P",114,2.056904851,2.687,4.167690084,3.756887029,2.46834733,4.316388121
"592","LASA",2,"8/12/2021",557,"imp","A",0,0,2.769,4.167690084,3.756887029,2.46834733,4.316388121
"593","LASA",2,"8/12/2021",558,"imp","P",6,0.77815125,2.649,4.167690084,3.756887029,2.46834733,4.316388121
"594","LASA",2,"8/12/2021",559,"imp","A",0,0,2.525,4.167690084,3.756887029,2.46834733,4.316388121
"595","LASA",2,"8/12/2021",560,"imp","P",1,0,2.123,4.167690084,3.756887029,2.46834733,4.316388121
"596","LASA",2,"8/12/2021",561,"imp","P",220,2.342422681,3.018,4.167690084,3.756887029,2.46834733,4.316388121
"597","LASA",2,"8/12/2021",562,"imp","P",6,0.77815125,2.411,4.167690084,3.756887029,2.46834733,4.316388121
"598","GOLO",2,"8/12/2021",563,"imp","P",40,1.602059991,2.012,2.728028954,3.201970342,1.531478917,3.334594472
"599","GOLO",2,"8/12/2021",564,"imp","P",39,1.591064607,2.392,2.728028954,3.201970342,1.531478917,3.334594472
"600","GOLO",2,"8/12/2021",565,"imp","P",34,1.531478917,2.663,2.728028954,3.201970342,1.531478917,3.334594472
"601","GOLO",2,"8/12/2021",566,"imp","P",84,1.924279286,2.728,2.728028954,3.201970342,1.531478917,3.334594472
"602","GOLO",2,"8/12/2021",567,"imp","P",363,2.559906625,2.715,2.728028954,3.201970342,1.531478917,3.334594472
"603","GOLO",2,"8/12/2021",568,"imp","A",0,0,2.195,2.728028954,3.201970342,1.531478917,3.334594472
"604","GOLO",2,"8/12/2021",569,"imp","P",1,0,2.171,2.728028954,3.201970342,1.531478917,3.334594472
"605","GOLO",2,"8/12/2021",570,"imp","A",0,0,NA,2.728028954,3.201970342,1.531478917,3.334594472
"606","GOLO",2,"8/12/2021",571,"imp","P",8,0.903089987,2.661,2.728028954,3.201970342,1.531478917,3.334594472
"607","GOLO",2,"8/12/2021",572,"imp",NA,NA,NA,NA,2.728028954,3.201970342,1.531478917,3.334594472
"608","GOLO",2,"8/12/2021",573,"imp",NA,NA,NA,NA,2.728028954,3.201970342,1.531478917,3.334594472
"609","GOLO",2,"8/12/2021",574,"imp","P",2,0.301029996,2.626,2.728028954,3.201970342,1.531478917,3.334594472
"610","GOLO",2,"8/12/2021",575,"imp","P",16,1.204119983,2.322,2.728028954,3.201970342,1.531478917,3.334594472
"611","GOLO",2,"8/12/2021",576,"imp",NA,NA,NA,NA,2.728028954,3.201970342,1.531478917,3.334594472
"612","GOLO",2,"8/12/2021",577,"imp","A",0,0,2.37,2.728028954,3.201970342,1.531478917,3.334594472
"613","GOLO",2,"8/12/2021",578,"imp","P",7,0.84509804,2.654,2.728028954,3.201970342,1.531478917,3.334594472
"614","GOLO",2,"8/12/2021",579,"imp",NA,NA,NA,NA,2.728028954,3.201970342,1.531478917,3.334594472
"615","GOLO",2,"8/12/2021",580,"imp","P",37,1.568201724,2.409,2.728028954,3.201970342,1.531478917,3.334594472
"616","GOLO",2,"8/12/2021",581,"imp","P",62,1.792391689,2.438,2.728028954,3.201970342,1.531478917,3.334594472
"617","GOLO",2,"8/12/2021",582,"imp",NA,NA,NA,NA,2.728028954,3.201970342,1.531478917,3.334594472
"618","GOLO",2,"8/12/2021",583,"imp","A",0,0,2.022,2.728028954,3.201970342,1.531478917,3.334594472
"619","GOLO",2,"8/12/2021",584,"imp","P",16,1.204119983,2.406,2.728028954,3.201970342,1.531478917,3.334594472
"620","GOLO",2,"8/12/2021",585,"imp","P",21,1.322219295,2.16,2.728028954,3.201970342,1.531478917,3.334594472
"621","SIMP",3,"8/16/2021",586,"imp","A",0,0,2.556,3.367639469,3.718350531,NA,3.878504661
"622","SIMP",3,"8/16/2021",587,"imp","P",1,0,2.401,3.367639469,3.718350531,NA,3.878504661
"623","SIMP",3,"8/16/2021",588,"imp","P",101,2.004321374,2.89,3.367639469,3.718350531,NA,3.878504661
"624","SIMP",3,"8/16/2021",589,"imp","P",1,0,2.847,3.367639469,3.718350531,NA,3.878504661
"625","SIMP",3,"8/16/2021",590,"imp","A",0,0,3.143,3.367639469,3.718350531,NA,3.878504661
"626","SIMP",3,"8/16/2021",591,"imp","A",0,0,2.61,3.367639469,3.718350531,NA,3.878504661
"627","SIMP",3,"8/16/2021",592,"imp","A",0,0,2.44,3.367639469,3.718350531,NA,3.878504661
"628","SIMP",3,"8/16/2021",593,"imp","A",0,0,2.122,3.367639469,3.718350531,NA,3.878504661
"629","SIMP",3,"8/16/2021",594,"imp","A",0,0,2.71,3.367639469,3.718350531,NA,3.878504661
"630","SIMP",3,"8/16/2021",595,"imp","A",0,0,2.119,3.367639469,3.718350531,NA,3.878504661
"631","SIMP",3,"8/16/2021",596,"imp","A",0,0,2.584,3.367639469,3.718350531,NA,3.878504661
"632","SIMP",3,"8/16/2021",597,"imp","A",0,0,2.555,3.367639469,3.718350531,NA,3.878504661
"633","SIMP",3,"8/16/2021",598,"imp","P",7,0.84509804,2.846,3.367639469,3.718350531,NA,3.878504661
"634","SIMP",3,"8/16/2021",599,"imp","A",0,0,NA,3.367639469,3.718350531,NA,3.878504661
"635","SIMP",3,"8/16/2021",600,"imp","A",0,0,2.614,3.367639469,3.718350531,NA,3.878504661
"636","SIMP",3,"8/16/2021",601,"imp","P",6,0.77815125,1.863,3.367639469,3.718350531,NA,3.878504661
"637","SIMP",3,"8/16/2021",602,"imp","P",103,2.012837225,2.883,3.367639469,3.718350531,NA,3.878504661
"638","SIMP",3,"8/16/2021",603,"imp","A",0,0,3.228,3.367639469,3.718350531,NA,3.878504661
"639","SIMP",3,"8/16/2021",604,"imp","A",0,0,2.57,3.367639469,3.718350531,NA,3.878504661
"640","SIMP",3,"8/16/2021",605,"imp","A",0,0,2.656,3.367639469,3.718350531,NA,3.878504661
"641","SIMP",3,"8/16/2021",606,"imp","A",0,0,2.219,3.367639469,3.718350531,NA,3.878504661
"642","SIMP",3,"8/16/2021",607,"imp","P",1,0,2.592,3.367639469,3.718350531,NA,3.878504661
"643","SIMP",3,"8/16/2021",608,"imp","P",1,0,2.138,3.367639469,3.718350531,NA,3.878504661
"644","SIMP",3,"8/16/2021",609,"imp","A",0,0,2.851,3.367639469,3.718350531,NA,3.878504661
"645","SIMP",3,"8/16/2021",610,"imp","A",0,0,2.423,3.367639469,3.718350531,NA,3.878504661
"646","SIMP",3,"8/16/2021",611,"imp","A",0,0,2.749,3.367639469,3.718350531,NA,3.878504661
"647","SIMP",3,"8/16/2021",612,"imp",NA,NA,NA,NA,3.367639469,3.718350531,NA,3.878504661
"648","SIMP",3,"8/16/2021",613,"imp","A",0,0,2.861,3.367639469,3.718350531,NA,3.878504661
"649","SIMP",3,"8/16/2021",614,"imp","A",0,0,3.023,3.367639469,3.718350531,NA,3.878504661
"650","SIMP",3,"8/16/2021",615,"imp","A",0,0,2.609,3.367639469,3.718350531,NA,3.878504661
"651","SIMP",3,"8/16/2021",616,"imp","A",0,0,2.775,3.367639469,3.718350531,NA,3.878504661
"652","SIMP",3,"8/16/2021",617,"imp","P",2,0.301029996,2.939,3.367639469,3.718350531,NA,3.878504661
"653","SIMP",3,"8/16/2021",618,"imp","A",0,0,2.503,3.367639469,3.718350531,NA,3.878504661
"654","SIMP",3,"8/16/2021",619,"imp","P",11,1.041392685,2.411,3.367639469,3.718350531,NA,3.878504661
"655","SIMP",3,"8/16/2021",620,"imp","A",0,0,2.566,3.367639469,3.718350531,NA,3.878504661
"656","SIMP",3,"8/16/2021",621,"imp","A",0,0,2.336,3.367639469,3.718350531,NA,3.878504661
"657","SIMP",3,"8/16/2021",622,"imp","A",0,0,2.614,3.367639469,3.718350531,NA,3.878504661
"658","SIMP",3,"8/16/2021",623,"imp","P",61,1.785329835,2.396,3.367639469,3.718350531,NA,3.878504661
"659","SIMP",3,"8/16/2021",624,"imp","A",0,0,2.747,3.367639469,3.718350531,NA,3.878504661
"660","SIMP",3,"8/16/2021",625,"imp","A",0,0,2.527,3.367639469,3.718350531,NA,3.878504661
"661","SIMP",3,"8/16/2021",626,"imp","A",0,0,2.712,3.367639469,3.718350531,NA,3.878504661
"662","SIMP",3,"8/16/2021",627,"imp","A",0,0,2.236,3.367639469,3.718350531,NA,3.878504661
"663","SIMP",3,"8/16/2021",628,"imp",NA,NA,NA,NA,3.367639469,3.718350531,NA,3.878504661
"664","SIMP",3,"8/16/2021",629,"imp","P",78,1.892094603,1.884,3.367639469,3.718350531,NA,3.878504661
"665","LAUR",3,"8/17/2021",630,"imp","P",30,1.477121255,2.461,4.37241936,5.047019211,NA,5.130358304
"666","LAUR",3,"8/17/2021",631,"imp","A",0,0,2.412,4.37241936,5.047019211,NA,5.130358304
"667","LAUR",3,"8/17/2021",632,"imp","P",4,0.602059991,2.56,4.37241936,5.047019211,NA,5.130358304
"668","LAUR",3,"8/17/2021",633,"imp","P",78,1.892094603,2.571,4.37241936,5.047019211,NA,5.130358304
"669","LAUR",3,"8/17/2021",634,"imp","A",0,0,2.442,4.37241936,5.047019211,NA,5.130358304
"670","LAUR",3,"8/17/2021",635,"imp",NA,NA,NA,NA,4.37241936,5.047019211,NA,5.130358304
"671","LAUR",3,"8/17/2021",636,"gris","P",97,1.986771734,NA,4.37241936,5.047019211,NA,5.130358304
"672","LAUR",3,"8/17/2021",637,"gris","P",278,2.444044796,3.151242,4.37241936,5.047019211,NA,5.130358304
"673","LAUR",3,"8/17/2021",638,"imp","P",10,1,2.869,4.37241936,5.047019211,NA,5.130358304
"674","LAUR",3,"8/17/2021",639,"gris","P",129,2.11058971,NA,4.37241936,5.047019211,NA,5.130358304
"675","LAUR",3,"8/17/2021",640,"gris","P",166,2.220108088,3.071662,4.37241936,5.047019211,NA,5.130358304
"676","LAUR",3,"8/17/2021",641,"gris","P",228,2.357934847,3.032,4.37241936,5.047019211,NA,5.130358304
"677","LAUR",3,"8/17/2021",642,"imp","A",0,0,3.002,4.37241936,5.047019211,NA,5.130358304
"678","LAUR",3,"8/17/2021",643,"gris","P",165,2.217483944,3.151242,4.37241936,5.047019211,NA,5.130358304
"679","LAUR",3,"8/17/2021",644,"imp","P",7,0.84509804,2.28,4.37241936,5.047019211,NA,5.130358304
"680","LAUR",3,"8/17/2021",645,"bimac","P",428,2.631443769,2.649888,4.37241936,5.047019211,NA,5.130358304
"681","LAUR",3,"8/17/2021",646,"gris",NA,NA,NA,NA,4.37241936,5.047019211,NA,5.130358304
"682","LAUR",3,"8/17/2021",647,"imp","P",65,1.812913357,2.555,4.37241936,5.047019211,NA,5.130358304
"683","LAUR",3,"8/17/2021",648,"imp","A",0,0,2.38,4.37241936,5.047019211,NA,5.130358304
"684","LAUR",3,"8/17/2021",649,"imp","A",0,0,2.553,4.37241936,5.047019211,NA,5.130358304
"685","LAUR",3,"8/17/2021",650,"imp","A",0,0,2.873,4.37241936,5.047019211,NA,5.130358304
"686","LAUR",3,"8/17/2021",651,"imp","A",0,0,2.279,4.37241936,5.047019211,NA,5.130358304
"687","LAUR",3,"8/17/2021",652,"imp","P",41,1.612783857,3.045,4.37241936,5.047019211,NA,5.130358304
"688","LAUR",3,"8/17/2021",653,"imp","A",0,0,2.885,4.37241936,5.047019211,NA,5.130358304
"689","LAUR",3,"8/17/2021",654,"imp","A",0,0,2.481,4.37241936,5.047019211,NA,5.130358304
"690","LAUR",3,"8/17/2021",655,"imp","P",215,2.33243846,2.719,4.37241936,5.047019211,NA,5.130358304
"691","LAUR",3,"8/17/2021",656,"imp",NA,NA,NA,NA,4.37241936,5.047019211,NA,5.130358304
"692","LAUR",3,"8/17/2021",657,"imp","P",8,0.903089987,2.758,4.37241936,5.047019211,NA,5.130358304
"693","LAUR",3,"8/17/2021",658,"imp","A",0,0,2.756,4.37241936,5.047019211,NA,5.130358304
"694","LAUR",3,"8/17/2021",659,"imp","A",0,0,2.562,4.37241936,5.047019211,NA,5.130358304
"695","LAUR",3,"8/17/2021",660,"imp","A",0,0,2.799,4.37241936,5.047019211,NA,5.130358304
"696","LAUR",3,"8/17/2021",661,"imp","A",0,0,2.774,4.37241936,5.047019211,NA,5.130358304
"697","LAUR",3,"8/17/2021",662,"imp","A",0,0,2.841,4.37241936,5.047019211,NA,5.130358304
"698","LAUR",3,"8/17/2021",663,"imp","A",0,0,2.952,4.37241936,5.047019211,NA,5.130358304
"699","LAUR",3,"8/17/2021",664,"imp","A",0,0,2.664,4.37241936,5.047019211,NA,5.130358304
"700","LAUR",3,"8/17/2021",665,"imp","A",0,0,2.984,4.37241936,5.047019211,NA,5.130358304
"701","LAUR",3,"8/17/2021",666,"imp","A",0,0,2.7613,4.37241936,5.047019211,NA,5.130358304
"702","LAUR",3,"8/17/2021",667,"imp",NA,NA,NA,NA,4.37241936,5.047019211,NA,5.130358304
"703","LAUR",3,"8/17/2021",668,"imp","A",0,0,2.431,4.37241936,5.047019211,NA,5.130358304
"704","LAUR",3,"8/17/2021",669,"imp","A",0,0,2.31,4.37241936,5.047019211,NA,5.130358304
"705","LAUR",3,"8/17/2021",670,"imp","A",0,0,2.779,4.37241936,5.047019211,NA,5.130358304
"706","LAUR",3,"8/17/2021",671,"imp","A",0,0,2.891,4.37241936,5.047019211,NA,5.130358304
"707","LAUR",3,"8/17/2021",672,"imp","A",0,0,2.395,4.37241936,5.047019211,NA,5.130358304
"708","LAUR",3,"8/17/2021",673,"imp","A",0,0,2.43,4.37241936,5.047019211,NA,5.130358304
"709","LAUR",3,"8/17/2021",674,"imp","A",0,0,NA,4.37241936,5.047019211,NA,5.130358304
"710","LAUR",3,"8/17/2021",675,"imp","P",92,1.963787827,2.744,4.37241936,5.047019211,NA,5.130358304
"711","LAUR",3,"8/17/2021",676,"imp","P",63,1.799340549,2.482,4.37241936,5.047019211,NA,5.130358304
"712","LAUR",3,"8/17/2021",677,"imp","A",0,0,2.637,4.37241936,5.047019211,NA,5.130358304
"713","LAUR",3,"8/17/2021",678,"imp","A",0,0,2.694,4.37241936,5.047019211,NA,5.130358304
"714","GOLO",3,"8/18/2021",679,"imp","P",26,1.414973348,2.407,2.547774705,3.366703057,1.799340549,3.438146636
"715","GOLO",3,"8/18/2021",680,"imp","P",25,1.397940009,2.15,2.547774705,3.366703057,1.799340549,3.438146636
"716","GOLO",3,"8/18/2021",681,"imp","P",2,0.301029996,2.935,2.547774705,3.366703057,1.799340549,3.438146636
"717","GOLO",3,"8/18/2021",682,"vagans","A",0,0,2.73,2.547774705,3.366703057,1.799340549,3.438146636
"718","GOLO",3,"8/18/2021",683,"imp","A",0,0,2.957,2.547774705,3.366703057,1.799340549,3.438146636
"719","GOLO",3,"8/18/2021",684,"imp","P",19,1.278753601,2.358,2.547774705,3.366703057,1.799340549,3.438146636
"720","GOLO",3,"8/18/2021",685,"imp","A",0,0,1.984,2.547774705,3.366703057,1.799340549,3.438146636
"721","GOLO",3,"8/18/2021",686,"imp","A",0,0,2.85,2.547774705,3.366703057,1.799340549,3.438146636
"722","GOLO",3,"8/18/2021",687,"imp","A",0,0,2.531,2.547774705,3.366703057,1.799340549,3.438146636
"723","GOLO",3,"8/18/2021",688,"vagans","A",0,0,2.418,2.547774705,3.366703057,1.799340549,3.438146636
"724","GOLO",3,"8/18/2021",689,"imp","P",23,1.361727836,2.183,2.547774705,3.366703057,1.799340549,3.438146636
"725","GOLO",3,"8/18/2021",690,"imp","P",53,1.72427587,3.023,2.547774705,3.366703057,1.799340549,3.438146636
"726","GOLO",3,"8/18/2021",691,"imp","P",23,1.361727836,2.664,2.547774705,3.366703057,1.799340549,3.438146636
"727","GOLO",3,"8/18/2021",692,"imp","A",0,0,2.618,2.547774705,3.366703057,1.799340549,3.438146636
"728","GOLO",3,"8/18/2021",693,"imp","A",0,0,2.911,2.547774705,3.366703057,1.799340549,3.438146636
"729","GOLO",3,"8/18/2021",694,"imp","P",1,0,2.303,2.547774705,3.366703057,1.799340549,3.438146636
"730","GOLO",3,"8/18/2021",695,"imp","P",3,0.477121255,2.241,2.547774705,3.366703057,1.799340549,3.438146636
"731","GOLO",3,"8/18/2021",696,"imp","P",49,1.69019608,2.627,2.547774705,3.366703057,1.799340549,3.438146636
"732","GOLO",3,"8/18/2021",697,"imp","A",0,0,2.554,2.547774705,3.366703057,1.799340549,3.438146636
"733","GOLO",3,"8/18/2021",698,"imp","P",62,1.792391689,2.766,2.547774705,3.366703057,1.799340549,3.438146636
"734","GOLO",3,"8/18/2021",699,"imp","A",0,0,2.895,2.547774705,3.366703057,1.799340549,3.438146636
"735","GOLO",3,"8/18/2021",700,"imp","A",0,0,2.161,2.547774705,3.366703057,1.799340549,3.438146636
"736","GOLO",3,"8/18/2021",701,"vagans","A",0,0,2.129,2.547774705,3.366703057,1.799340549,3.438146636
"737","GOLO",3,"8/18/2021",702,"imp","P",7,0.84509804,2.983,2.547774705,3.366703057,1.799340549,3.438146636
"738","GOLO",3,"8/18/2021",703,"imp","A",0,0,2.774,2.547774705,3.366703057,1.799340549,3.438146636
"739","GOLO",3,"8/18/2021",704,"imp","A",0,0,2.392,2.547774705,3.366703057,1.799340549,3.438146636
"740","GOLO",3,"8/18/2021",705,"imp","A",0,0,2.882,2.547774705,3.366703057,1.799340549,3.438146636
"741","GOLO",3,"8/18/2021",706,"imp","A",0,0,2.902,2.547774705,3.366703057,1.799340549,3.438146636
"742","GOLO",3,"8/18/2021",707,"imp","A",0,0,2.665,2.547774705,3.366703057,1.799340549,3.438146636
"743","GOLO",3,"8/18/2021",708,"imp","P",66,1.819543936,2.558,2.547774705,3.366703057,1.799340549,3.438146636
"744","GOLO",3,"8/18/2021",709,"imp",NA,NA,NA,NA,2.547774705,3.366703057,1.799340549,3.438146636
"745","GOLO",3,"8/18/2021",710,"imp","A",0,0,2.571,2.547774705,3.366703057,1.799340549,3.438146636
"746","GOLO",3,"8/18/2021",711,"imp","A",0,0,2.654,2.547774705,3.366703057,1.799340549,3.438146636
"747","GOLO",3,"8/18/2021",712,"imp","P",1,0,2.675,2.547774705,3.366703057,1.799340549,3.438146636
"748","GOLO",3,"8/18/2021",713,"imp","P",23,1.361727836,2.432,2.547774705,3.366703057,1.799340549,3.438146636
"749","GOLO",3,"8/18/2021",714,"imp",NA,NA,NA,NA,2.547774705,3.366703057,1.799340549,3.438146636
"750","GOLO",3,"8/18/2021",715,"imp","P",48,1.681241237,2.807,2.547774705,3.366703057,1.799340549,3.438146636
"751","GOLO",3,"8/18/2021",716,"imp",NA,NA,NA,NA,2.547774705,3.366703057,1.799340549,3.438146636
"752","GOLO",3,"8/18/2021",717,"imp","P",30,1.477121255,2.426,2.547774705,3.366703057,1.799340549,3.438146636
"753","GOLO",3,"8/18/2021",718,NA,"P",35,1.544068044,3.684,2.547774705,3.366703057,1.799340549,3.438146636
"754","GOLO",3,"8/18/2021",719,"imp","A",0,0,2.735,2.547774705,3.366703057,1.799340549,3.438146636
"755","LASA",3,"8/19/2021",720,"imp","A",0,0,2.607,3.977449227,3.328522306,2.43055877,4.075335237
"756","LASA",3,"8/19/2021",721,"imp","P",71,1.851258349,2.175,3.977449227,3.328522306,2.43055877,4.075335237
"757","LASA",3,"8/19/2021",722,"imp","A",0,0,2.767,3.977449227,3.328522306,2.43055877,4.075335237
"758","LASA",3,"8/19/2021",723,"imp",NA,NA,NA,NA,3.977449227,3.328522306,2.43055877,4.075335237
"759","LASA",3,"8/19/2021",724,"imp",NA,NA,NA,NA,3.977449227,3.328522306,2.43055877,4.075335237
"760","LASA",3,"8/19/2021",725,"imp","P",4,0.602059991,2.84,3.977449227,3.328522306,2.43055877,4.075335237
"761","LASA",3,"8/19/2021",726,"imp","P",24,1.380211242,2.632,3.977449227,3.328522306,2.43055877,4.075335237
"762","LASA",3,"8/19/2021",727,"imp","A",0,0,2.104,3.977449227,3.328522306,2.43055877,4.075335237
"763","LASA",3,"8/19/2021",728,"imp","A",0,0,2.243,3.977449227,3.328522306,2.43055877,4.075335237
"764","LASA",3,"8/19/2021",729,"imp","P",15,1.176091259,2.711,3.977449227,3.328522306,2.43055877,4.075335237
"765","LASA",3,"8/19/2021",730,"imp","A",0,0,2.563,3.977449227,3.328522306,2.43055877,4.075335237
"766","LASA",3,"8/19/2021",731,"imp","P",23,1.361727836,NA,3.977449227,3.328522306,2.43055877,4.075335237
"767","LASA",3,"8/19/2021",732,"imp","A",0,0,2.365,3.977449227,3.328522306,2.43055877,4.075335237
"768","LASA",3,"8/19/2021",733,"imp","A",0,0,2.776,3.977449227,3.328522306,2.43055877,4.075335237
"769","LASA",3,"8/19/2021",734,"imp","P",74,1.86923172,2.787,3.977449227,3.328522306,2.43055877,4.075335237
"770","LASA",3,"8/19/2021",735,"imp","A",0,0,2.862,3.977449227,3.328522306,2.43055877,4.075335237
"771","LASA",3,"8/19/2021",736,"imp","A",0,0,2.9,3.977449227,3.328522306,2.43055877,4.075335237
"772","LASA",3,"8/19/2021",737,"imp","P",22,1.342422681,2.798,3.977449227,3.328522306,2.43055877,4.075335237
"773","LASA",3,"8/19/2021",738,"imp","A",0,0,2.362,3.977449227,3.328522306,2.43055877,4.075335237
"774","LASA",3,"8/19/2021",739,"imp","P",200,2.301029996,2.802,3.977449227,3.328522306,2.43055877,4.075335237
"775","LASA",3,"8/19/2021",740,"imp","A",0,0,2.52,3.977449227,3.328522306,2.43055877,4.075335237
"776","LASA",3,"8/19/2021",741,"imp","P",1,0,2.244,3.977449227,3.328522306,2.43055877,4.075335237
"777","LASA",3,"8/19/2021",742,"imp",NA,NA,NA,NA,3.977449227,3.328522306,2.43055877,4.075335237
"778","LASA",3,"8/19/2021",743,"imp","P",54,1.73239376,2.944,3.977449227,3.328522306,2.43055877,4.075335237
"779","LASA",3,"8/19/2021",744,"imp","A",0,0,2.674,3.977449227,3.328522306,2.43055877,4.075335237
"780","LASA",3,"8/19/2021",745,"imp","A",0,0,2.567,3.977449227,3.328522306,2.43055877,4.075335237
"781","LASA",3,"8/19/2021",746,"imp","A",0,0,2.404,3.977449227,3.328522306,2.43055877,4.075335237
"782","LASA",3,"8/19/2021",747,"imp","A",0,0,2.563,3.977449227,3.328522306,2.43055877,4.075335237
"783","LASA",3,"8/19/2021",748,"imp","A",0,0,NA,3.977449227,3.328522306,2.43055877,4.075335237
"784","LASA",3,"8/19/2021",749,"imp","P",23,1.361727836,2.376,3.977449227,3.328522306,2.43055877,4.075335237
"785","LASA",3,"8/19/2021",750,"imp","P",71,1.851258349,2.716,3.977449227,3.328522306,2.43055877,4.075335237
"786","LASA",3,"8/19/2021",751,"imp","A",0,0,3,3.977449227,3.328522306,2.43055877,4.075335237
"787","LASA",3,"8/19/2021",752,"imp","A",0,0,2.94,3.977449227,3.328522306,2.43055877,4.075335237
"788","LASA",3,"8/19/2021",753,"imp","A",0,0,2.873,3.977449227,3.328522306,2.43055877,4.075335237
"789","LASA",3,"8/19/2021",754,"imp","A",0,0,2.773,3.977449227,3.328522306,2.43055877,4.075335237
"790","LASA",3,"8/19/2021",755,"imp","A",0,0,2.485,3.977449227,3.328522306,2.43055877,4.075335237
"791","LASA",3,"8/19/2021",756,"vagans","P",87,1.939519253,2.809048,3.977449227,3.328522306,2.43055877,4.075335237
"792","LASA",3,"8/19/2021",757,"imp","P",64,1.806179974,2.77,3.977449227,3.328522306,2.43055877,4.075335237
