date,visit,farm,genus,num_row,row_length,row_cnt,inflr_count,tot_inflr,initials,sf_nsfcut_border,cut_border,row_cover,notes
8/5/2021,2,LAUR,cosmos,1,40,8,6,30,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,1,1,9,9,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,helichrysum,1,30,30,4,4,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,40,40,90,90,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,20,20,58,58,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,helichrysum,1,50,50,9,9,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,helichrysum,1,53,10,5,26.5,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,helichrysum,1,100,100,4,4,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,115,10,60,690,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,98,10,14,137.2,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,centaurea,1,8,8,19,19,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,65,65,52,52,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,131,131,82,82,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,94,10,15,141,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,20,5,6,24,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,190,10,27,513,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,150,10,47,705,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,86,10,19,163.4,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,34,5,9,61.2,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,22,10,19,41.8,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,20,10,14,28,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,18,5,14,50.4,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,92,15,6,36.8,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,105,10,7,73.5,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,100,100,85,85,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,117,117,49,49,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,9,9,25,25,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,ageratum,1,43,43,61,61,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,27,27,60,60,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,174,10,18,313.2,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,185,10,30,555,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,15,15,40,40,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,57,10,20,114,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,126,10,26,327.6,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,10,10,62,62,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,31,10,4,12.4,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,10,10,43,43,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,65,65,67,67,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,50,10,5,25,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,22,5,14,61.6,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,21,10,14,29.4,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,18,10,8,14.4,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,26,5,16,83.2,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,70,10,20,140,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,70,30,77,179.6666667,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,calendula,1,5,5,12,12,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,20,5,15,60,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,zinnia,1,100,10,21,210,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,24,24,40,40,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,132,13,62,629.5384615,KT,nsfcut,cut,row,
8/5/2021,2,LAUR,cosmos,1,80,80,26,26,KT,nsfcut,cut,row,
8/6/2021,2,LAUR,helipterum,1,354,354,40,40,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,helipterum,1,354,354,13,13,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,helipterum,1,90,10,4,36,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,centaurea,1,75,10,8,60,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,helipterum,1,155,7,7,155,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,ageratum,1,214,10,30,642,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,ageratum,1,127,10,4,50.8,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,cosmos,1,195,195,93,93,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,cosmos,1,186,186,72,72,SG,nsfcut,cut,row,
8/6/2021,2,LAUR,cosmos,1,235,235,160,160,TK,nsfcut,cut,row,
8/6/2021,2,LAUR,cosmos,1,235,235,213,213,TK,nsfcut,cut,row,
8/9/2021,2,RCON,cucumis,9,616,10,6,3326.4,SG,border,border,row,
8/9/2021,2,RCON,cucumis,6,616,10,36,13305.6,SG,border,border,row,
8/9/2021,2,RCON,citrullus,6,616,10,8,2956.8,SG,border,border,row,
8/10/2021,3,RCUT,tanacetum,1,30,5,310,1860,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,ageratum,1,34,5,30,204,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,calendula,1,63,5,72,907.2,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,aster,1,52,10,12,62.4,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,eutrochium,1,147,5,31,911.4,SG/EK,border,border,row,wild on side of farm
8/10/2021,3,RCUT,solidago,1,147,5,64,1881.6,SG/EK,border,border,row,wild on side of farm
8/10/2021,3,RCUT,dahlia,1,243,243,3,3,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,dahlia,1,217,217,3,3,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,dahlia,1,217,217,3,3,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,helianthus,1,132,10,7,92.4,SG/EK,sf,cut,row,sterile?
8/10/2021,3,RCUT,helianthus,1,25,10,7,17.5,SG/EK,sf,cut,row,
8/10/2021,3,RCUT,helianthus,1,40,10,7,28,SG/EK,sf,cut,row,
8/10/2021,3,RCUT,helipterum,1,18,18,52,52,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,15,5,17,51,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,14,5,66,184.8,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,rudbeckia,1,34,34,22,22,SG/EK,nsfcut,cut,row,sterile?
8/10/2021,3,RCUT,zinnia,1,37,5,48,355.2,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,35,5,103,721,SG/EK,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,6,6,103,103,SG/EK,nsfcut,cut,row,plants w fruit - melon and watermleon/little flowers mostly
8/10/2021,3,RCUT,cosmos,1,57,5,51,581.4,SG/EK,nsfcut,cut,row,new melon plants/ just melon
8/10/2021,3,RCUT,cosmos,1,21,5,22,92.4,SG/EK,nsfcut,cut,row,watermelon new
8/10/2021,3,RCUT,tanacetum,1,47,5,120,1128,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,xerochrysum,1,57,57,2,2,RY,nsfcut,cut,row,patchy
8/10/2021,3,RCUT,aster,1,22,5,29,127.6,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,aster,1,21,3,7,49,RY,nsfcut,cut,row,patchy
8/10/2021,3,RCUT,zinnia,1,20,5,66,264,RY,nsfcut,cut,row,patchy growing on border 10 patches
8/10/2021,3,RCUT,zinnia,1,22,5,30,132,RY,nsfcut,cut,row,patchy mixed 10 patches
8/10/2021,3,RCUT,zinnia,1,18,5,39,140.4,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,galinsoga,1,1,1,160,160,RY,border,border,row,"wild galinsogas throughout most of the flowers, very small flower, no bumble bee observed visiting "
8/10/2021,3,RCUT,ageratum,1,2,2,13,13,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,50,5,80,800,RY,nsfcut,cut,row,sterile?
8/10/2021,3,RCUT,zinnia,1,19,5,18,68.4,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,aster,1,14,5,135,378,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,96,5,30,576,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,19.5,5,56,218.4,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,20,5,26,104,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,ageratum,1,51.5,2,110,2832.5,RY,nsfcut,cut,row,sterile?
8/10/2021,3,RCUT,aster,1,14,5,93,260.4,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,aster,1,13,5,100,260,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,aster,1,8,8,68,68,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,xerochrysum,1,96,96,21,21,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,erigeron,1,18,2,89,801,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,calendula,1,18,18,172,172,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,galinsoga,1,3,3,122,122,RY,border,border,row,"wild galinsogas throughout most of the flowers, very small flower, no bumble bee observed visiting "
8/10/2021,3,RCUT,galinsoga,1,37,37,697,697,RY,border,border,row,"wild galinsogas throughout most of the flowers, very small flower, no bumble bee observed visiting "
8/10/2021,3,RCUT,tanacetum,1,157,2,184,14444,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,calendula,1,23,23,41,41,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,zinnia,1,27,25,37,39.96,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,ageratum,1,11,2,141,775.5,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,ammobium,1,13,2,168,1092,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,galinsoga,1,4,2,219,438,RY,border,border,row,"wild galinsogas throughout most of the flowers, very small flower, no bumble bee observed visiting "
8/10/2021,3,RCUT,zinnia,1,9,9,67,67,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,calendula,1,15,15,98,98,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,tagetes,1,25,2,102,1275,RY,nsfcut,cut,row,marigold
8/10/2021,3,RCUT,cosmos,1,111,2,100,5550,RY,nsfcut,cut,row,
8/10/2021,3,RCUT,galinsoga,2,10,2,219,2190,RY,border,border,row,"wild galinsogas throughout most of the flowers, very small flower, no bumble bee observed visiting "
8/11/2021,2,GOLO,zinnia,1,10,10,56,56,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,zinnia,1,15.5,15.5,45,45,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,zinnia,1,12,12,13,13,RY,nsfcut,cut,row,took pictures ask sonja
8/11/2021,2,GOLO,cosmos,1,5,5,26,26,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,zinnia,1,5,5,4,4,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,centaurea,1,12,5,102,244.8,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,ageratum,1,9,3,99,297,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,zinnia,1,44,5,18,158.4,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,zinnia,1,75,75,50,50,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,zinnia,1,53,53,18,18,RY,nsfcut,cut,row,
8/11/2021,2,GOLO,ageratum,1,11.5,5,55,126.5,LSA/ EK,nsfcut,cut,row,
8/11/2021,2,GOLO,zinnia,1,44,10,10,44,LSA/ EK,nsfcut,cut,row,
8/11/2021,2,GOLO,helianthus,1,16,16,34,34,LSA/ EK,sf,cut,row,
8/11/2021,2,GOLO,zinnia,1,129,10,22,283.8,LSA/ EK,nsfcut,cut,row,
8/11/2021,2,GOLO,dahlia,1,15,5,22,66,LSA/ EK,nsfcut,cut,row,
8/11/2021,2,GOLO,ageratum,1,14,5,57,159.6,LSA/ EK,nsfcut,cut,row,
8/11/2021,2,GOLO,eutrochium,1,5,5,24,24,LSA/ EK,border,border,row,wild on side of farm
8/11/2021,2,GOLO,eutrochium,1,32,32,58,58,LSA/ EK,border,border,row,wild on side of farm
8/11/2021,2,GOLO,eutrochium,1,25,10,31,77.5,LSA/ EK,border,border,row,wild on side of farm
8/11/2021,2,GOLO,eutrochium,1,20,10,17,34,LSA/ EK,border,border,row,wild on side of farm
8/11/2021,2,GOLO,eutrochium,1,21,10,31,65.1,LSA/ EK,border,border,row,wild on side of farm
8/12/2021,2,LASA,rudbeckia,1,88,5,204,3590.4,SG/EK,border,border,row,"wild, beetles and flies visiting, along border"
8/12/2021,2,LASA,helianthus,1,27,5,21,113.4,SG/EK,sf,cut,row,sterile
8/12/2021,2,LASA,helianthus,1,43,5,21,180.6,SG/EK,sf,cut,row,sterile
8/12/2021,2,LASA,zinnia,1,77,5,21,323.4,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,zinnia,1,42,5,15,126,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,zinnia,1,133,5,21,558.6,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,zinnia,1,104,5,21,436.8,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,zinnia,1,70,5,15,210,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,ageratum,1,40,5,52,416,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,zinnia,1,31,5,12,74.4,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,zinnia,1,104,5,21,436.8,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,dahlia,6,490,490,1,6,SG/EK,nsfcut,cut,row,
8/12/2021,2,LASA,rudbeckia,1,20,20,63,63,KT,nsfcut,cut,row,no pollen
8/12/2021,2,LASA,rudbeckia,1,9,9,22,22,KT,nsfcut,cut,row,
8/12/2021,2,LASA,aster,1,50,5,46,460,KT,nsfcut,cut,row,
8/12/2021,2,LASA,aster,1,46,5,11,101.2,KT,nsfcut,cut,row,
8/12/2021,2,LASA,aster,1,46,46,78,78,KT,nsfcut,cut,row,
8/12/2021,2,LASA,aster,1,51,5,53,540.6,KT,nsfcut,cut,row,
8/12/2021,2,LASA,aster,1,59,5,35,413,KT,nsfcut,cut,row,
8/12/2021,2,LASA,dahlia,1,490,10,10,490,TK,nsfcut,cut,row,
8/12/2021,2,LASA,dahlia,1,490,20,1,24.5,TK,nsfcut,cut,row,
8/12/2021,2,LASA,dahlia,1,370,10,20,740,TK,nsfcut,cut,row,beetles and flies along border
8/12/2021,2,LASA,dahlia,1,150,15,1,10,TK,nsfcut,cut,row,no pollen
8/12/2021,2,LASA,dahlia,1,490,490,3,3,TK,nsfcut,cut,row,no pollen
8/12/2021,2,LASA,dahlia,1,164,10,10,164,TK,nsfcut,cut,row,
8/12/2021,2,LASA,dahlia,1,322,322,12,12,TK,nsfcut,cut,row,
8/12/2021,2,LASA,dahlia,1,490,490,2,2,TK,nsfcut,cut,row,
8/12/2021,2,LASA,dahlia,1,490,490,2,2,TK,nsfcut,cut,row,
8/16/2021,3,SIMP,echinacea,1,9.5,5,70,133,RY,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,70,5,17,238,RY,nsfcut,cut,row,
8/16/2021,3,SIMP,calendula,1,32,32,57,57,RY,nsfcut,cut,row,
8/16/2021,3,SIMP,cosmos,1,37,5,7,51.8,RY,nsfcut,cut,row,
8/16/2021,3,SIMP,centaurea,1,5,5,16,16,RY,nsfcut,cut,row,
8/16/2021,3,SIMP,cosmos,1,63.7,5,37,471.38,RY,nsfcut,cut,row,
8/16/2021,3,SIMP,cosmos,1,63.7,63.7,52,52,RY,nsfcut,cut,row,
8/16/2021,3,SIMP,centaurea,1,56,5,20,224,RY,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,49,10,36,176.4,SG,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,94,10,19,178.6,SG,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,72,10,29,208.8,SG,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,83,10,49,406.7,SG,nsfcut,cut,row,
8/16/2021,3,SIMP,cosmos,1,92,10,40,368,SG,nsfcut,cut,row,
8/16/2021,3,SIMP,cosmos,1,92,10,97,892.4,SG,nsfcut,cut,row,
8/16/2021,3,SIMP,centaurea,1,13,13,85,85,SG,nsfcut,cut,row,
8/16/2021,3,SIMP,rudbeckia,1,10,10,20,20,SG,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,74,10,8,59.2,KT,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,74,10,13,96.2,KT,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,29,4,14,101.5,KT,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,97,5,30,582,KT,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,17,17,57,57,KT,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,84,10,64,537.6,KT,nsfcut,cut,row,
8/16/2021,3,SIMP,zinnia,1,77,10,28,215.6,KT,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,2,354,5,9,1274.4,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,223,5,17,758.2,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,131,5,44,1152.8,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,36,2548.8,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,270,5,15,810,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,84,5,27,453.6,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,141,5,30,846,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,231,5,28,1293.6,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,15,1062,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,314,5,13,816.4,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,13,920.4,RY,nsfcut,cut,row,patchy distribution 30ft patches
8/16/2021,3,LAUR,zinnia,1,354,5,20,1416,RY,nsfcut,cut,row,patchy distibution 50ft patches
8/16/2021,3,LAUR,zinnia,1,354,5,25,1770,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,334,5,8,534.4,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,28,1982.4,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,18,1274.4,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,10,708,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,22,1557.6,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,17,1203.6,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,14,991.2,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,18,1274.4,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,25,1770,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,354,5,10,708,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,74,5,39,577.2,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,260,5,15,780,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,76,5,39,592.8,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,70,5,18,252,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,73,5,66,963.6,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,72,5,29,417.6,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,24,5,28,134.4,RY,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,42,10,46,193.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,61,10,21,128.1,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,26,10,25,65,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,196,10,88,1724.8,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,91,10,44,400.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,75,10,33,247.5,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,6,10,34,20.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,73,10,47,343.1,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,118,10,56,660.8,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,460,10,11,506,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,427,10,5,213.5,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,42,10,18,75.6,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,113,10,12,135.6,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,93,10,8,74.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,336,10,24,806.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,50,50,61,61,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,33,33,88,88,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,helipterum,1,8,8,40,40,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,60,10,20,120,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,67,10,17,113.9,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,tagetes,1,397,10,10,397,SG/EK,nsfcut,cut,row,marigold
8/16/2021,3,LAUR,zinnia,1,250,10,24,600,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,33,10,24,79.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,100,10,24,240,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,rudbeckia,1,18,10,50,90,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,139,10,40,556,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,rudbeckia,1,74,10,50,370,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,rudbeckia,1,41,10,50,205,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,helipterum,1,321,10,9,288.9,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,calendula,1,290,10,51,1479,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,60,10,3,18,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,calendula,1,160,10,51,816,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,70,10,52,364,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,ageratum,1,19,19,170,170,SG/EK,nsfcut,cut,row,patchy
8/16/2021,3,LAUR,rudbeckia,1,67,10,25,167.5,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,93,10,24,223.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,100,100,86,86,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,135,10,34,459,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,75,10,10,75,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,240,10,121,2904,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,240,10,121,2904,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,93,10,28,260.4,SG/EK,nsfcut,cut,row,finally bloomed
8/16/2021,3,LAUR,zinnia,1,92,10,28,257.6,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,250,10,121,3025,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,148,10,19,281.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,174,10,52,904.8,SG/EK,nsfcut,cut,row,presenting pollen
8/16/2021,3,LAUR,zinnia,1,227,10,19,431.3,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,calendula,1,36,10,38,136.8,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,199,10,38,756.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,55,10,38,209,SG/EK,nsfcut,cut,row,"patchy, very"
8/16/2021,3,LAUR,zinnia,1,18,10,38,68.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,calendula,1,20,10,38,76,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,82,10,5,41,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,82,10,31,254.2,SG/EK,nsfcut,cut,row,patchy
8/16/2021,3,LAUR,calendula,1,90,10,26,234,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,199,10,38,756.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,159,10,10,159,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,130,10,69,897,SG/EK,nsfcut,cut,row,patchy
8/16/2021,3,LAUR,zinnia,1,64,10,7,44.8,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,2,164,10,38,1246.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,107,10,54,577.8,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,204,10,38,775.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,23,10,38,87.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,78,10,28,218.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,71,10,32,227.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,110,10,20,220,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,88,10,84,739.2,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,cosmos,1,147,10,84,1234.8,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,zinnia,1,146,10,69,1007.4,SG/EK,nsfcut,cut,row,
8/16/2021,3,LAUR,xerochrysum,2,21,21,5,10,KT,nsfcut,cut,row,
8/16/2021,3,LAUR,xerochrysum,1,30,30,40,40,KT,nsfcut,cut,row,
